payment_id,member_id,payment_date,amount_eur,discount_pct,membership_type,payment_method,invoice_number,status
11548,1012,2025-01-26,90.0,0,VIP,Online,INV-2025-011548,Paid
11549,508,2023-02-22,65.0,0,Premium,Card,INV-2023-011549,Paid
11550,21,2022-06-17,35.0,0,Monthly,PayPal,INV-2022-011550,Paid
11551,1072,2022-08-29,8.0,0,Day Pass,PayPal,INV-2022-011551,Paid
11552,139,2022-04-20,8.0,0,Day Pass,Cash,INV-2022-011552,Paid
11553,94,2024-07-17,55.0,0,Corporate,Online,INV-2024-011553,Paid
11554,529,2022-07-10,35.0,0,Monthly,Online,INV-2022-011554,Refunded
11555,1165,2023-07-16,65.0,0,Premium,Cash,INV-2023-011555,Pending
11556,1026,2022-05-19,75.0,0,Family,Bank Transfer,INV-2022-011556,Paid
11557,1104,2024-09-05,25.0,0,Basic,PayPal,INV-2024-011557,Paid
11558,52,2022-03-30,25.0,0,Basic,Online,INV-2022-011558,Paid
11559,1060,2024-01-14,90.0,0,VIP,Cash,INV-2024-011559,Paid
11560,840,2022-12-02,8.0,0,Day Pass,Cash,INV-2022-011560,Paid
11561,635,2022-05-05,65.0,0,Premium,Online,INV-2022-011561,Failed
11562,222,2023-08-22,75.0,0,Family,Online,INV-2023-011562,Paid
11563,270,2022-01-04,18.0,10,Student,Cash,INV-2022-011563,Paid
11564,1171,2022-09-27,22.0,0,Senior,Cash,INV-2022-011564,Paid
11565,238,2024-12-07,25.0,0,Basic,Card,INV-2024-011565,Paid
11566,1042,2023-05-09,85.5,5,VIP,Bank Transfer,INV-2023-011566,Paid
11567,567,2024-06-19,20.0,0,Student,Card,INV-2024-011567,Failed
11568,1125,2022-02-11,22.0,0,Senior,PayPal,INV-2022-011568,Paid
11569,660,2024-10-24,55.0,0,Corporate,Cash,INV-2024-011569,Paid
11570,1141,2022-01-04,25.0,0,Basic,Cash,INV-2022-011570,Pending
11571,924,2024-05-09,22.0,0,Senior,Online,INV-2024-011571,Paid
11572,1131,2023-07-20,55.25,15,Premium,Bank Transfer,INV-2023-011572,Paid
11573,223,2023-08-24,35.0,0,Monthly,Online,INV-2023-011573,Paid
11574,114,2024-07-22,55.0,0,Corporate,Bank Transfer,INV-2024-011574,Paid
11575,481,2022-12-08,52.25,5,Corporate,Card,INV-2022-011575,Paid
11576,884,2025-01-10,65.0,0,Premium,Cash,INV-2025-011576,Paid
11577,511,2022-10-28,40.0,0,Standard,Card,INV-2022-011577,Paid
11578,29,2022-12-19,75.0,0,Family,PayPal,INV-2022-011578,Paid
11579,18,2024-09-13,75.0,0,Family,PayPal,INV-2024-011579,Paid
11580,285,2024-05-14,55.0,0,Corporate,Bank Transfer,INV-2024-011580,Paid
11581,415,2022-10-29,35.0,0,Monthly,Cash,INV-2022-011581,Paid
11582,248,2025-01-26,25.0,0,Basic,PayPal,INV-2025-011582,Paid
11583,43,2023-10-18,8.0,0,Day Pass,Cash,INV-2023-011583,Paid
11584,358,2022-11-03,75.0,0,Family,Online,INV-2022-011584,Paid
11585,295,2023-06-15,65.0,0,Premium,Card,INV-2023-011585,Paid
11586,803,2024-11-22,55.0,0,Corporate,PayPal,INV-2024-011586,Paid
11587,167,2025-01-17,90.0,0,VIP,PayPal,INV-2025-011587,Paid
11588,556,2022-12-08,8.0,0,Day Pass,Cash,INV-2022-011588,Refunded
11589,440,2023-01-28,90.0,0,VIP,PayPal,INV-2023-011589,Paid
11590,617,2024-03-20,55.0,0,Corporate,PayPal,INV-2024-011590,Paid
11591,1162,2022-04-03,55.0,0,Corporate,Card,INV-2022-011591,Paid
11592,1043,2022-10-28,25.0,0,Basic,Card,INV-2022-011592,Pending
11593,492,2024-07-02,65.0,0,Premium,Bank Transfer,INV-2024-011593,Pending
11594,366,2023-06-17,8.0,0,Day Pass,Bank Transfer,INV-2023-011594,Paid
11595,619,2022-09-26,55.0,0,Corporate,Card,INV-2022-011595,Paid
11596,106,2024-11-22,33.25,5,Monthly,PayPal,INV-2024-011596,Pending
11597,1009,2023-06-05,55.0,0,Corporate,Cash,INV-2023-011597,Paid
11598,703,2024-07-15,20.0,0,Student,Cash,INV-2024-011598,Paid
11599,1007,2024-01-17,35.0,0,Monthly,PayPal,INV-2024-011599,Paid
11600,435,2024-06-15,40.0,0,Standard,Cash,INV-2024-011600,Paid
11601,298,2022-04-17,25.0,0,Basic,Card,INV-2022-011601,Paid
11602,1128,2024-07-20,55.0,0,Corporate,Online,INV-2024-011602,Paid
11603,782,2024-01-15,35.0,0,Monthly,Bank Transfer,INV-2024-011603,Failed
11604,1192,2024-09-23,55.0,0,Corporate,Bank Transfer,INV-2024-011604,Failed
11605,959,2023-04-09,65.0,0,Premium,Cash,INV-2023-011605,Paid
11606,1028,2022-03-18,40.0,0,Standard,PayPal,INV-2022-011606,Paid
11607,597,2022-04-25,8.0,0,Day Pass,PayPal,INV-2022-011607,Paid
11608,593,2024-07-28,22.0,0,Senior,Card,INV-2024-011608,Paid
11609,346,2024-12-10,35.0,0,Monthly,Card,INV-2024-011609,Paid
11610,945,2024-03-31,55.0,0,Corporate,PayPal,INV-2024-011610,Paid
11611,74,2023-12-25,52.25,5,Corporate,Bank Transfer,INV-2023-011611,Paid
11612,273,2023-11-03,65.0,0,Premium,Online,INV-2023-011612,Paid
11613,503,2024-07-03,38.0,5,Standard,Card,INV-2024-011613,Paid
11614,975,2022-02-16,19.0,5,Student,Online,INV-2022-011614,Paid
11615,658,2023-11-13,35.0,0,Monthly,Online,INV-2023-011615,Paid
11616,942,2024-09-09,20.9,5,Senior,Card,INV-2024-011616,Paid
11617,89,2024-07-17,38.0,5,Standard,Bank Transfer,INV-2024-011617,Paid
11618,534,2024-11-06,75.0,0,Family,Card,INV-2024-011618,Paid
11619,1006,2024-03-27,67.5,10,Family,Online,INV-2024-011619,Paid
11620,1064,2024-11-21,19.0,5,Student,Card,INV-2024-011620,Paid
11621,340,2025-03-24,17.0,15,Student,Cash,INV-2025-011621,Paid
11622,4,2022-01-20,29.75,15,Monthly,Cash,INV-2022-011622,Paid
11623,620,2024-12-28,20.0,0,Student,Card,INV-2024-011623,Paid
11624,656,2022-02-07,40.0,0,Standard,Cash,INV-2022-011624,Refunded
11625,398,2023-04-16,25.0,0,Basic,Card,INV-2023-011625,Paid
11626,390,2023-07-06,65.0,0,Premium,Cash,INV-2023-011626,Paid
11627,904,2022-08-12,20.0,0,Student,PayPal,INV-2022-011627,Paid
11628,757,2022-03-01,35.0,0,Monthly,Bank Transfer,INV-2022-011628,Paid
11629,1129,2025-01-22,71.25,5,Family,PayPal,INV-2025-011629,Paid
11630,1109,2024-01-18,75.0,0,Family,PayPal,INV-2024-011630,Paid
11631,948,2022-12-30,55.0,0,Corporate,Cash,INV-2022-011631,Paid
11632,986,2022-10-21,55.0,0,Corporate,Cash,INV-2022-011632,Pending
11633,1178,2024-03-22,75.0,0,Family,PayPal,INV-2024-011633,Paid
11634,193,2024-05-09,40.0,0,Standard,Bank Transfer,INV-2024-011634,Paid
11635,879,2025-02-24,8.0,0,Day Pass,Cash,INV-2025-011635,Paid
11636,83,2025-01-16,65.0,0,Premium,Online,INV-2025-011636,Paid
11637,1186,2025-03-16,35.0,0,Monthly,PayPal,INV-2025-011637,Paid
11638,805,2024-08-15,22.0,0,Senior,PayPal,INV-2024-011638,Paid
11639,1102,2023-06-10,22.0,0,Senior,Bank Transfer,INV-2023-011639,Paid
11640,132,2023-12-20,55.0,0,Corporate,Card,INV-2023-011640,Paid
11641,703,2022-12-07,20.0,0,Student,Cash,INV-2022-011641,Paid
11642,662,2024-07-29,35.0,0,Monthly,Card,INV-2024-011642,Paid
11643,1033,2024-12-12,8.0,0,Day Pass,Bank Transfer,INV-2024-011643,Paid
11644,1031,2023-04-05,8.0,0,Day Pass,Cash,INV-2023-011644,Paid
11645,974,2023-01-04,7.2,10,Day Pass,Bank Transfer,INV-2023-011645,Paid
11646,325,2023-12-06,8.0,0,Day Pass,Cash,INV-2023-011646,Paid
11647,998,2022-10-29,8.0,0,Day Pass,Card,INV-2022-011647,Paid
11648,546,2022-05-19,55.0,0,Corporate,Online,INV-2022-011648,Paid
11649,479,2024-05-05,8.0,0,Day Pass,Bank Transfer,INV-2024-011649,Paid
11650,1194,2024-08-10,90.0,0,VIP,Card,INV-2024-011650,Paid
11651,1172,2023-07-18,90.0,0,VIP,Bank Transfer,INV-2023-011651,Paid
11652,387,2023-09-09,22.0,0,Senior,Bank Transfer,INV-2023-011652,Failed
11653,902,2022-05-05,22.0,0,Senior,PayPal,INV-2022-011653,Paid
11654,476,2024-12-29,20.0,0,Student,PayPal,INV-2024-011654,Failed
11655,1033,2024-05-24,8.0,0,Day Pass,Online,INV-2024-011655,Paid
11656,325,2025-03-02,8.0,0,Day Pass,Online,INV-2025-011656,Paid
11657,984,2024-03-08,20.0,0,Student,Bank Transfer,INV-2024-011657,Paid
11658,495,2022-01-05,35.0,0,Monthly,PayPal,INV-2022-011658,Pending
11659,132,2022-01-27,55.0,0,Corporate,Online,INV-2022-011659,Paid
11660,965,2022-08-28,8.0,0,Day Pass,PayPal,INV-2022-011660,Refunded
11661,321,2023-02-21,8.0,0,Day Pass,Bank Transfer,INV-2023-011661,Paid
11662,145,2024-09-19,8.0,0,Day Pass,Card,INV-2024-011662,Paid
11663,426,2023-01-16,67.5,10,Family,PayPal,INV-2023-011663,Paid
11664,182,2023-04-18,40.0,0,Standard,Cash,INV-2023-011664,Paid
11665,330,2023-06-13,75.0,0,Family,Bank Transfer,INV-2023-011665,Paid
11666,543,2023-12-18,20.0,0,Student,Bank Transfer,INV-2023-011666,Paid
11667,580,2022-11-25,19.8,10,Senior,Online,INV-2022-011667,Paid
11668,358,2024-06-15,75.0,0,Family,Online,INV-2024-011668,Paid
11669,156,2022-02-18,55.0,0,Corporate,Online,INV-2022-011669,Paid
11670,1143,2025-03-10,25.0,0,Basic,Bank Transfer,INV-2025-011670,Paid
11671,258,2024-02-09,38.0,5,Standard,Online,INV-2024-011671,Paid
11672,879,2024-12-25,8.0,0,Day Pass,Cash,INV-2024-011672,Paid
11673,928,2025-02-22,75.0,0,Family,PayPal,INV-2025-011673,Paid
11674,419,2025-01-20,19.8,10,Senior,Online,INV-2025-011674,Paid
11675,1155,2022-05-24,55.0,0,Corporate,Card,INV-2022-011675,Paid
11676,361,2022-11-27,58.5,10,Premium,Cash,INV-2022-011676,Pending
11677,648,2025-02-11,65.0,0,Premium,Online,INV-2025-011677,Paid
11678,980,2022-12-21,22.0,0,Senior,Online,INV-2022-011678,Failed
11679,351,2023-10-27,90.0,0,VIP,Card,INV-2023-011679,Paid
11680,410,2024-05-08,90.0,0,VIP,PayPal,INV-2024-011680,Paid
11681,591,2024-09-24,55.0,0,Corporate,PayPal,INV-2024-011681,Paid
11682,377,2024-10-21,61.75,5,Premium,Card,INV-2024-011682,Paid
11683,344,2022-09-29,25.0,0,Basic,Bank Transfer,INV-2022-011683,Paid
11684,503,2025-02-26,40.0,0,Standard,PayPal,INV-2025-011684,Refunded
11685,321,2022-08-30,8.0,0,Day Pass,Online,INV-2022-011685,Paid
11686,814,2024-06-01,25.0,0,Basic,Online,INV-2024-011686,Pending
11687,1051,2023-01-30,55.0,0,Corporate,Online,INV-2023-011687,Failed
11688,348,2023-06-30,20.0,0,Student,PayPal,INV-2023-011688,Paid
11689,443,2024-08-31,71.25,5,Family,Cash,INV-2024-011689,Paid
11690,998,2024-12-31,8.0,0,Day Pass,Bank Transfer,INV-2024-011690,Failed
11691,1087,2022-07-28,20.0,0,Student,Online,INV-2022-011691,Paid
11692,1014,2022-07-24,22.0,0,Senior,Bank Transfer,INV-2022-011692,Paid
11693,140,2022-01-06,35.0,0,Monthly,Bank Transfer,INV-2022-011693,Paid
11694,874,2024-11-16,8.0,0,Day Pass,PayPal,INV-2024-011694,Paid
11695,538,2024-04-05,8.0,0,Day Pass,Bank Transfer,INV-2024-011695,Paid
11696,1192,2023-06-01,55.0,0,Corporate,Card,INV-2023-011696,Paid
11697,97,2024-01-15,65.0,0,Premium,PayPal,INV-2024-011697,Paid
11698,928,2024-08-28,75.0,0,Family,Bank Transfer,INV-2024-011698,Paid
11699,968,2023-10-20,8.0,0,Day Pass,Cash,INV-2023-011699,Paid
11700,689,2022-08-29,25.0,0,Basic,Cash,INV-2022-011700,Paid
11701,973,2023-07-06,22.0,0,Senior,PayPal,INV-2023-011701,Pending
11702,750,2022-01-25,67.5,10,Family,Card,INV-2022-011702,Paid
11703,928,2025-01-22,75.0,0,Family,Bank Transfer,INV-2025-011703,Paid
11704,877,2024-06-20,22.0,0,Senior,PayPal,INV-2024-011704,Paid
11705,769,2024-09-20,8.0,0,Day Pass,PayPal,INV-2024-011705,Paid
11706,23,2023-10-17,55.25,15,Premium,Online,INV-2023-011706,Pending
11707,413,2024-03-31,90.0,0,VIP,Online,INV-2024-011707,Paid
11708,989,2023-09-05,20.0,0,Student,PayPal,INV-2023-011708,Paid
11709,79,2024-08-13,22.0,0,Senior,Cash,INV-2024-011709,Paid
11710,229,2023-07-16,55.0,0,Corporate,Cash,INV-2023-011710,Paid
11711,820,2023-12-30,90.0,0,VIP,Card,INV-2023-011711,Paid
11712,374,2024-01-12,35.0,0,Monthly,Card,INV-2024-011712,Paid
11713,666,2023-07-30,8.0,0,Day Pass,Card,INV-2023-011713,Paid
11714,556,2022-09-17,8.0,0,Day Pass,Bank Transfer,INV-2022-011714,Paid
11715,823,2022-10-01,75.0,0,Family,PayPal,INV-2022-011715,Paid
11716,480,2022-05-12,18.7,15,Senior,Online,INV-2022-011716,Paid
11717,615,2024-11-12,71.25,5,Family,Cash,INV-2024-011717,Paid
11718,851,2025-01-11,90.0,0,VIP,Bank Transfer,INV-2025-011718,Paid
11719,1104,2022-03-10,25.0,0,Basic,Bank Transfer,INV-2022-011719,Paid
11720,469,2022-08-03,8.0,0,Day Pass,PayPal,INV-2022-011720,Paid
11721,393,2022-11-25,55.0,0,Corporate,Card,INV-2022-011721,Paid
11722,69,2023-06-23,65.0,0,Premium,Cash,INV-2023-011722,Paid
11723,157,2023-05-29,25.0,0,Basic,PayPal,INV-2023-011723,Paid
11724,814,2023-01-03,25.0,0,Basic,Card,INV-2023-011724,Paid
11725,1081,2024-09-23,8.0,0,Day Pass,Bank Transfer,INV-2024-011725,Paid
11726,1036,2023-02-03,20.0,0,Student,PayPal,INV-2023-011726,Pending
11727,977,2024-11-13,52.0,20,Premium,Online,INV-2024-011727,Paid
11728,859,2022-03-30,22.0,0,Senior,Bank Transfer,INV-2022-011728,Paid
11729,160,2025-01-29,22.0,0,Senior,PayPal,INV-2025-011729,Failed
11730,1134,2023-09-13,65.0,0,Premium,Cash,INV-2023-011730,Paid
11731,371,2024-07-15,20.0,0,Student,Bank Transfer,INV-2024-011731,Refunded
11732,601,2023-08-08,35.0,0,Monthly,Online,INV-2023-011732,Pending
11733,48,2024-12-02,20.0,0,Student,Bank Transfer,INV-2024-011733,Paid
11734,695,2024-11-05,55.0,0,Corporate,Bank Transfer,INV-2024-011734,Paid
11735,1107,2024-04-28,25.0,0,Basic,Cash,INV-2024-011735,Paid
11736,342,2024-01-18,38.0,5,Standard,Card,INV-2024-011736,Paid
11737,659,2022-11-04,90.0,0,VIP,Card,INV-2022-011737,Paid
11738,173,2023-12-07,7.2,10,Day Pass,Online,INV-2023-011738,Paid
11739,332,2025-03-02,90.0,0,VIP,PayPal,INV-2025-011739,Paid
11740,117,2022-09-15,25.0,0,Basic,PayPal,INV-2022-011740,Paid
11741,307,2025-02-17,35.0,0,Monthly,Online,INV-2025-011741,Paid
11742,488,2024-05-15,22.0,0,Senior,Bank Transfer,INV-2024-011742,Paid
11743,838,2024-04-02,20.0,0,Student,PayPal,INV-2024-011743,Paid
11744,412,2023-05-04,85.5,5,VIP,Bank Transfer,INV-2023-011744,Paid
11745,1104,2024-12-02,25.0,0,Basic,Cash,INV-2024-011745,Paid
11746,465,2023-06-24,90.0,0,VIP,Cash,INV-2023-011746,Paid
11747,733,2024-11-12,20.9,5,Senior,PayPal,INV-2024-011747,Paid
11748,338,2022-12-23,40.0,0,Standard,Online,INV-2022-011748,Paid
11749,880,2023-03-02,75.0,0,Family,PayPal,INV-2023-011749,Paid
11750,919,2022-06-29,7.2,10,Day Pass,Card,INV-2022-011750,Paid
11751,44,2025-01-04,55.0,0,Corporate,Card,INV-2025-011751,Pending
11752,81,2022-12-10,35.0,0,Monthly,Online,INV-2022-011752,Paid
11753,839,2024-08-13,75.0,0,Family,PayPal,INV-2024-011753,Paid
11754,1048,2023-06-10,65.0,0,Premium,PayPal,INV-2023-011754,Paid
11755,1189,2024-03-12,71.25,5,Family,Cash,INV-2024-011755,Failed
11756,1013,2024-04-27,22.0,0,Senior,Cash,INV-2024-011756,Paid
11757,605,2022-11-28,36.0,10,Standard,Card,INV-2022-011757,Paid
11758,316,2025-03-21,8.0,0,Day Pass,Cash,INV-2025-011758,Paid
11759,755,2023-11-03,65.0,0,Premium,Cash,INV-2023-011759,Refunded
11760,986,2024-08-08,55.0,0,Corporate,Online,INV-2024-011760,Paid
11761,239,2023-08-15,75.0,0,Family,Cash,INV-2023-011761,Paid
11762,436,2022-08-13,22.0,0,Senior,Card,INV-2022-011762,Paid
11763,972,2022-04-02,71.25,5,Family,Online,INV-2022-011763,Paid
11764,602,2022-02-10,20.0,0,Student,Bank Transfer,INV-2022-011764,Paid
11765,1146,2023-06-28,22.5,10,Basic,Online,INV-2023-011765,Paid
11766,663,2025-01-26,65.0,0,Premium,Cash,INV-2025-011766,Paid
11767,195,2023-02-24,81.0,10,VIP,Bank Transfer,INV-2023-011767,Paid
11768,464,2024-10-18,75.0,0,Family,Card,INV-2024-011768,Paid
11769,1004,2022-03-03,55.0,0,Corporate,Cash,INV-2022-011769,Paid
11770,927,2023-09-03,65.0,0,Premium,Bank Transfer,INV-2023-011770,Paid
11771,1150,2024-04-16,20.0,0,Student,PayPal,INV-2024-011771,Paid
11772,1184,2023-01-24,22.0,0,Senior,Online,INV-2023-011772,Paid
11773,395,2022-09-25,76.5,15,VIP,Online,INV-2022-011773,Paid
11774,66,2024-12-12,65.0,0,Premium,PayPal,INV-2024-011774,Paid
11775,847,2024-01-07,35.0,0,Monthly,Bank Transfer,INV-2024-011775,Paid
11776,35,2022-05-16,75.0,0,Family,PayPal,INV-2022-011776,Paid
11777,166,2023-12-14,20.0,0,Student,Cash,INV-2023-011777,Paid
11778,690,2023-04-30,90.0,0,VIP,Card,INV-2023-011778,Failed
11779,1173,2023-07-11,8.0,0,Day Pass,Online,INV-2023-011779,Paid
11780,119,2023-08-17,75.0,0,Family,Bank Transfer,INV-2023-011780,Failed
11781,1163,2023-10-04,40.0,0,Standard,Card,INV-2023-011781,Paid
11782,10,2023-02-24,75.0,0,Family,Online,INV-2023-011782,Paid
11783,4,2022-05-30,35.0,0,Monthly,Online,INV-2022-011783,Paid
11784,46,2022-09-27,65.0,0,Premium,Card,INV-2022-011784,Paid
11785,13,2024-04-14,20.0,0,Student,PayPal,INV-2024-011785,Paid
11786,966,2022-06-15,25.0,0,Basic,Card,INV-2022-011786,Paid
11787,1078,2024-06-02,8.0,0,Day Pass,Cash,INV-2024-011787,Paid
11788,711,2023-11-10,65.0,0,Premium,PayPal,INV-2023-011788,Paid
11789,786,2023-01-10,90.0,0,VIP,Card,INV-2023-011789,Paid
11790,660,2023-08-04,55.0,0,Corporate,Online,INV-2023-011790,Paid
11791,182,2024-02-23,40.0,0,Standard,PayPal,INV-2024-011791,Paid
11792,295,2024-04-22,65.0,0,Premium,Card,INV-2024-011792,Paid
11793,954,2024-02-18,6.4,20,Day Pass,PayPal,INV-2024-011793,Paid
11794,1009,2023-05-08,55.0,0,Corporate,PayPal,INV-2023-011794,Paid
11795,385,2025-03-25,81.0,10,VIP,Bank Transfer,INV-2025-011795,Paid
11796,170,2024-01-17,90.0,0,VIP,Card,INV-2024-011796,Paid
11797,623,2022-02-17,20.0,0,Student,PayPal,INV-2022-011797,Paid
11798,401,2024-07-03,22.0,0,Senior,Online,INV-2024-011798,Paid
11799,510,2024-01-12,52.25,5,Corporate,PayPal,INV-2024-011799,Paid
11800,323,2023-09-21,8.0,0,Day Pass,Cash,INV-2023-011800,Paid
11801,320,2024-03-19,40.0,0,Standard,Cash,INV-2024-011801,Paid
11802,262,2024-05-21,22.0,0,Senior,Cash,INV-2024-011802,Paid
11803,623,2024-07-21,20.0,0,Student,Cash,INV-2024-011803,Paid
11804,475,2022-05-27,52.25,5,Corporate,Online,INV-2022-011804,Paid
11805,526,2024-01-15,40.0,0,Standard,Card,INV-2024-011805,Pending
11806,510,2023-11-01,55.0,0,Corporate,Card,INV-2023-011806,Paid
11807,1109,2022-12-05,75.0,0,Family,PayPal,INV-2022-011807,Paid
11808,1014,2022-03-31,22.0,0,Senior,Card,INV-2022-011808,Paid
11809,41,2023-07-08,25.0,0,Basic,Card,INV-2023-011809,Paid
11810,745,2025-01-09,8.0,0,Day Pass,PayPal,INV-2025-011810,Paid
11811,495,2022-03-26,35.0,0,Monthly,Online,INV-2022-011811,Paid
11812,41,2024-12-19,25.0,0,Basic,Online,INV-2024-011812,Pending
11813,1032,2024-12-14,8.0,0,Day Pass,Bank Transfer,INV-2024-011813,Paid
11814,1068,2022-11-15,90.0,0,VIP,Cash,INV-2022-011814,Paid
11815,952,2024-12-06,75.0,0,Family,Bank Transfer,INV-2024-011815,Paid
11816,751,2023-08-24,25.0,0,Basic,Cash,INV-2023-011816,Paid
11817,1191,2024-10-08,20.0,0,Student,Card,INV-2024-011817,Paid
11818,431,2024-01-07,90.0,0,VIP,Online,INV-2024-011818,Paid
11819,904,2023-07-27,20.0,0,Student,Cash,INV-2023-011819,Paid
11820,355,2024-02-29,90.0,0,VIP,Bank Transfer,INV-2024-011820,Paid
11821,358,2022-07-29,75.0,0,Family,PayPal,INV-2022-011821,Failed
11822,1122,2023-08-13,8.0,0,Day Pass,Card,INV-2023-011822,Paid
11823,456,2024-07-23,65.0,0,Premium,Online,INV-2024-011823,Pending
11824,452,2023-06-04,20.0,0,Student,PayPal,INV-2023-011824,Paid
11825,503,2023-03-13,40.0,0,Standard,Cash,INV-2023-011825,Paid
11826,140,2023-11-24,31.5,10,Monthly,Cash,INV-2023-011826,Paid
11827,447,2023-02-14,35.0,0,Monthly,Online,INV-2023-011827,Paid
11828,959,2023-03-22,65.0,0,Premium,Online,INV-2023-011828,Paid
11829,656,2023-12-31,34.0,15,Standard,Online,INV-2023-011829,Paid
11830,883,2023-09-07,20.0,20,Basic,Online,INV-2023-011830,Pending
11831,139,2025-02-09,8.0,0,Day Pass,Cash,INV-2025-011831,Paid
11832,59,2024-10-03,65.0,0,Premium,Bank Transfer,INV-2024-011832,Paid
11833,1081,2023-07-04,7.2,10,Day Pass,Bank Transfer,INV-2023-011833,Paid
11834,260,2024-12-09,18.0,10,Student,Cash,INV-2024-011834,Paid
11835,837,2024-04-19,35.0,0,Monthly,Card,INV-2024-011835,Paid
11836,943,2023-10-11,22.0,0,Senior,Card,INV-2023-011836,Paid
11837,711,2023-12-25,58.5,10,Premium,Card,INV-2023-011837,Paid
11838,89,2023-09-05,40.0,0,Standard,PayPal,INV-2023-011838,Paid
11839,252,2024-04-02,8.0,0,Day Pass,PayPal,INV-2024-011839,Paid
11840,781,2022-06-26,20.9,5,Senior,PayPal,INV-2022-011840,Paid
11841,57,2022-05-28,8.0,0,Day Pass,Online,INV-2022-011841,Paid
11842,259,2022-01-17,8.0,0,Day Pass,Cash,INV-2022-011842,Paid
11843,850,2022-08-28,35.0,0,Monthly,Online,INV-2022-011843,Paid
11844,346,2023-06-19,35.0,0,Monthly,Online,INV-2023-011844,Paid
11845,100,2022-05-22,35.0,0,Monthly,Online,INV-2022-011845,Paid
11846,987,2022-01-22,40.0,0,Standard,Cash,INV-2022-011846,Paid
11847,684,2024-04-10,25.0,0,Basic,Cash,INV-2024-011847,Paid
11848,138,2023-09-02,90.0,0,VIP,Card,INV-2023-011848,Paid
11849,1192,2022-09-26,55.0,0,Corporate,Cash,INV-2022-011849,Paid
11850,1018,2022-03-07,22.0,0,Senior,Online,INV-2022-011850,Failed
11851,505,2024-07-14,75.0,0,Family,Cash,INV-2024-011851,Paid
11852,247,2023-05-07,18.0,10,Student,Cash,INV-2023-011852,Paid
11853,613,2025-02-28,20.0,0,Student,Card,INV-2025-011853,Paid
11854,665,2023-05-30,25.0,0,Basic,Cash,INV-2023-011854,Failed
11855,168,2022-06-11,40.0,0,Standard,Bank Transfer,INV-2022-011855,Paid
11856,810,2022-05-17,22.0,0,Senior,PayPal,INV-2022-011856,Paid
11857,792,2024-07-20,75.0,0,Family,Card,INV-2024-011857,Paid
11858,1160,2024-12-30,65.0,0,Premium,Cash,INV-2024-011858,Pending
11859,717,2023-10-17,8.0,0,Day Pass,Bank Transfer,INV-2023-011859,Paid
11860,741,2022-08-12,25.0,0,Basic,Cash,INV-2022-011860,Paid
11861,195,2023-08-22,90.0,0,VIP,Card,INV-2023-011861,Pending
11862,1183,2023-01-31,40.0,0,Standard,Card,INV-2023-011862,Paid
11863,484,2022-02-13,40.0,0,Standard,Bank Transfer,INV-2022-011863,Pending
11864,13,2024-04-23,20.0,0,Student,Online,INV-2024-011864,Paid
11865,225,2024-02-27,55.0,0,Corporate,PayPal,INV-2024-011865,Paid
11866,553,2025-01-27,55.0,0,Corporate,Cash,INV-2025-011866,Paid
11867,181,2023-11-14,35.0,0,Monthly,Cash,INV-2023-011867,Pending
11868,577,2022-01-18,20.0,0,Student,Cash,INV-2022-011868,Paid
11869,47,2024-06-21,20.0,0,Student,Bank Transfer,INV-2024-011869,Paid
11870,711,2024-11-26,65.0,0,Premium,PayPal,INV-2024-011870,Paid
11871,618,2022-09-28,22.0,0,Senior,Online,INV-2022-011871,Paid
11872,776,2022-09-23,90.0,0,VIP,Card,INV-2022-011872,Paid
11873,868,2024-09-20,75.0,0,Family,Cash,INV-2024-011873,Paid
11874,919,2023-08-05,8.0,0,Day Pass,Bank Transfer,INV-2023-011874,Paid
11875,719,2022-09-09,85.5,5,VIP,PayPal,INV-2022-011875,Paid
11876,79,2024-09-28,22.0,0,Senior,Cash,INV-2024-011876,Paid
11877,134,2022-01-16,65.0,0,Premium,PayPal,INV-2022-011877,Paid
11878,394,2023-03-04,90.0,0,VIP,Bank Transfer,INV-2023-011878,Paid
11879,410,2024-09-30,90.0,0,VIP,PayPal,INV-2024-011879,Paid
11880,525,2024-06-29,40.0,0,Standard,Bank Transfer,INV-2024-011880,Paid
11881,553,2023-04-15,55.0,0,Corporate,Cash,INV-2023-011881,Paid
11882,692,2023-06-13,25.0,0,Basic,Online,INV-2023-011882,Paid
11883,258,2024-12-04,34.0,15,Standard,PayPal,INV-2024-011883,Paid
11884,1044,2023-02-01,40.0,0,Standard,Bank Transfer,INV-2023-011884,Paid
11885,453,2023-01-13,35.0,0,Monthly,Cash,INV-2023-011885,Failed
11886,917,2023-06-20,22.5,10,Basic,PayPal,INV-2023-011886,Paid
11887,16,2024-11-26,8.0,0,Day Pass,Card,INV-2024-011887,Paid
11888,450,2022-01-20,67.5,10,Family,Online,INV-2022-011888,Paid
11889,1006,2022-10-15,75.0,0,Family,Card,INV-2022-011889,Paid
11890,329,2022-04-03,29.75,15,Monthly,Bank Transfer,INV-2022-011890,Paid
11891,26,2023-03-16,90.0,0,VIP,Bank Transfer,INV-2023-011891,Paid
11892,273,2022-04-07,55.25,15,Premium,PayPal,INV-2022-011892,Paid
11893,981,2025-02-06,65.0,0,Premium,Cash,INV-2025-011893,Paid
11894,736,2022-04-22,22.0,0,Senior,Bank Transfer,INV-2022-011894,Paid
11895,843,2023-02-11,35.0,0,Monthly,Online,INV-2023-011895,Paid
