attendance_id,member_id,check_in_time,check_out_time,duration_minutes,workout_type,coach_id,notes
2852,117,2023-12-10 06:45:00,2023-12-10 09:04:00,139,Cardio,15,Came with friend
2853,768,2022-01-13 15:30:00,2022-01-13 17:24:00,114,Stretching,19,Competed this week
2854,819,2023-02-10 17:45:00,2023-02-10 19:03:00,78,Cycling,13,Post-holiday return
2855,257,2022-05-25 13:00:00,2022-05-25 15:13:00,133,Personal Training,29,Competed this week
2856,735,2022-05-30 14:30:00,2022-05-30 16:34:00,124,Personal Training,8,
2857,334,2024-01-30 16:30:00,2024-01-30 17:12:00,42,Yoga,26,
2858,71,2023-11-02 08:30:00,2023-11-02 09:37:00,67,Strength,18,Post-holiday return
2859,427,2023-12-27 09:00:00,2023-12-27 09:33:00,33,Stretching,13,Came with friend
2860,633,2023-12-03 09:15:00,2023-12-03 11:35:00,140,Swimming,7,Post-holiday return
2861,729,2022-01-21 16:00:00,2022-01-21 17:02:00,62,Strength,15,
2862,1018,2022-10-19 10:15:00,2022-10-19 11:18:00,63,HIIT,13,Came with friend
2863,1029,2024-08-12 07:15:00,2024-08-12 09:38:00,143,HIIT,6,
2864,1117,2022-08-18 10:00:00,2022-08-18 11:26:00,86,Strength,28,Brought guest
2865,1168,2023-04-17 17:30:00,2023-04-17 19:26:00,116,Boxing,23,
2866,656,2022-10-12 09:00:00,2022-10-12 11:25:00,145,HIIT,14,First visit
2867,1191,2024-05-16 13:45:00,2024-05-16 16:09:00,144,Yoga,2,
2868,627,2023-02-26 13:00:00,2023-02-26 15:24:00,144,Cardio,17,Brought guest
2869,825,2022-11-28 13:00:00,2022-11-28 15:14:00,134,Swimming,23,First visit
2870,1191,2023-06-16 06:00:00,2023-06-16 07:00:00,60,Cycling,3,Brought guest
2871,39,2023-05-14 19:30:00,2023-05-14 21:10:00,100,Personal Training,22,
2872,77,2022-04-02 10:00:00,2022-04-02 11:34:00,94,HIIT,9,
2873,518,2022-02-18 08:45:00,2022-02-18 09:20:00,35,HIIT,16,Regular visit
2874,866,2022-05-09 19:45:00,2022-05-09 21:23:00,98,Boxing,20,
2875,393,2023-01-12 08:30:00,2023-01-12 10:12:00,102,Stretching,18,Came with friend
2876,23,2023-03-06 10:00:00,2023-03-06 11:05:00,65,Yoga,20,Regular visit
2877,1015,2023-06-08 12:15:00,2023-06-08 13:24:00,69,Group Class,4,
2878,89,2024-04-22 17:00:00,2024-04-22 19:21:00,141,Cardio,25,
2879,603,2024-03-20 06:00:00,2024-03-20 06:31:00,31,Group Class,3,
2880,250,2023-04-26 16:30:00,2023-04-26 17:42:00,72,Boxing,18,Regular visit
2881,273,2022-04-07 21:15:00,2022-04-07 23:12:00,117,HIIT,21,
2882,732,2024-05-16 20:15:00,2024-05-16 22:09:00,114,Strength,15,Post-holiday return
2883,158,2024-12-06 21:45:00,2024-12-06 23:17:00,92,Swimming,15,Came with friend
2884,760,2022-05-11 12:45:00,2022-05-11 14:14:00,89,Strength,4,
2885,1100,2022-06-22 13:45:00,2022-06-22 15:37:00,112,HIIT,1,Regular visit
2886,1038,2024-09-02 13:00:00,2024-09-02 14:05:00,65,Personal Training,3,Competed this week
2887,518,2023-10-16 16:45:00,2023-10-16 19:13:00,148,Cycling,25,
2888,935,2023-04-03 14:00:00,2023-04-03 15:38:00,98,Cycling,28,
2889,63,2024-10-18 18:30:00,2024-10-18 20:33:00,123,Cardio,7,
2890,220,2023-12-14 21:30:00,2023-12-14 23:05:00,95,Personal Training,19,
2891,1165,2022-08-06 16:15:00,2022-08-06 18:09:00,114,Swimming,23,
2892,68,2024-01-11 14:30:00,2024-01-11 16:16:00,106,Yoga,24,
2893,1196,2023-01-10 20:00:00,2023-01-10 21:56:00,116,Stretching,10,Regular visit
2894,64,2024-04-20 13:30:00,2024-04-20 15:48:00,138,Swimming,28,Came with friend
2895,18,2022-10-15 07:45:00,2022-10-15 09:36:00,111,Strength,24,First visit
2896,404,2024-07-28 14:15:00,2024-07-28 14:52:00,37,Personal Training,11,
2897,714,2023-11-21 13:30:00,2023-11-21 14:34:00,64,Group Class,29,
2898,922,2024-11-23 19:45:00,2024-11-23 21:14:00,89,Cycling,27,Brought guest
2899,1102,2022-12-04 10:00:00,2022-12-04 12:07:00,127,Cardio,23,
2900,933,2022-10-14 06:30:00,2022-10-14 07:02:00,32,Stretching,9,Came with friend
2901,140,2022-09-13 11:30:00,2022-09-13 12:51:00,81,Strength,22,Came with friend
2902,752,2024-10-04 06:30:00,2024-10-04 07:12:00,42,Cardio,30,Regular visit
2903,1131,2024-05-25 19:45:00,2024-05-25 20:25:00,40,Cycling,13,Regular visit
2904,560,2022-11-02 19:15:00,2022-11-02 21:23:00,128,Group Class,9,Came with friend
2905,122,2023-06-14 19:45:00,2023-06-14 20:25:00,40,Strength,25,
2906,241,2024-10-25 20:45:00,2024-10-25 22:54:00,129,Cardio,7,
2907,322,2023-10-31 20:00:00,2023-10-31 21:58:00,118,Group Class,21,Regular visit
2908,460,2022-03-01 20:15:00,2022-03-01 21:02:00,47,Group Class,26,Post-holiday return
2909,867,2024-12-21 21:30:00,2024-12-21 23:16:00,106,Cardio,24,
2910,117,2023-06-19 13:00:00,2023-06-19 15:12:00,132,Boxing,14,Competed this week
2911,1025,2025-03-20 10:30:00,2025-03-20 11:51:00,81,Stretching,5,Regular visit
2912,957,2022-02-15 15:00:00,2022-02-15 15:43:00,43,Yoga,1,
2913,1048,2024-05-22 15:15:00,2024-05-22 16:02:00,47,Yoga,2,Regular visit
2914,732,2024-02-16 17:00:00,2024-02-16 18:35:00,95,Strength,5,Came with friend
2915,753,2022-06-15 21:00:00,2022-06-15 21:32:00,32,Yoga,8,
2916,943,2023-07-09 12:15:00,2023-07-09 13:30:00,75,Swimming,25,
2917,961,2023-08-30 06:30:00,2023-08-30 07:26:00,56,Swimming,4,First visit
2918,188,2022-11-14 12:00:00,2022-11-14 12:39:00,39,Personal Training,8,
2919,137,2022-08-21 06:15:00,2022-08-21 06:48:00,33,Swimming,,Came with friend
2920,210,2023-05-23 18:15:00,2023-05-23 18:51:00,36,Cardio,11,
2921,362,2022-06-04 15:30:00,2022-06-04 16:20:00,50,Swimming,25,Came with friend
2922,501,2024-01-19 12:30:00,2024-01-19 14:25:00,115,HIIT,10,Post-holiday return
2923,246,2022-09-11 19:00:00,2022-09-11 20:57:00,117,Personal Training,21,Competed this week
2924,1170,2023-09-30 14:15:00,2023-09-30 15:37:00,82,Strength,17,Regular visit
2925,675,2023-10-07 12:45:00,2023-10-07 14:52:00,127,Personal Training,17,
2926,823,2024-12-21 10:30:00,2024-12-21 11:07:00,37,Cycling,3,Regular visit
2927,1189,2023-09-29 07:15:00,2023-09-29 09:27:00,132,Yoga,4,
2928,712,2025-02-10 17:15:00,2025-02-10 19:30:00,135,Personal Training,16,
2929,423,2023-11-14 11:00:00,2023-11-14 12:13:00,73,Cardio,29,Came with friend
2930,648,2022-04-04 21:00:00,2022-04-04 22:44:00,104,Boxing,25,
2931,739,2023-06-15 15:15:00,2023-06-15 16:30:00,75,HIIT,8,Came with friend
2932,1009,2024-09-27 21:30:00,2024-09-27 22:36:00,66,Group Class,18,Post-holiday return
2933,542,2023-05-18 07:30:00,2023-05-18 08:54:00,84,Group Class,25,
2934,100,2024-06-09 06:45:00,2024-06-09 08:27:00,102,Cycling,27,Brought guest
2935,278,2024-03-10 15:45:00,2024-03-10 16:31:00,46,Boxing,11,First visit
2936,426,2024-10-14 20:15:00,2024-10-14 22:25:00,130,Cycling,11,
2937,595,2024-02-17 06:00:00,2024-02-17 06:47:00,47,Strength,,Regular visit
2938,50,2024-08-16 11:30:00,2024-08-16 12:32:00,62,Personal Training,23,
2939,892,2022-03-31 08:45:00,2022-03-31 09:22:00,37,Stretching,26,Competed this week
2940,456,2022-10-17 14:45:00,2022-10-17 15:18:00,33,Boxing,18,
2941,814,2022-10-06 17:00:00,2022-10-06 19:00:00,120,Boxing,9,
2942,255,2024-03-18 07:15:00,2024-03-18 08:01:00,46,Personal Training,1,
2943,474,2023-09-01 13:30:00,2023-09-01 14:34:00,64,HIIT,14,Brought guest
2944,1174,2024-01-03 10:15:00,2024-01-03 11:39:00,84,Strength,25,Came with friend
2945,542,2025-03-13 19:30:00,2025-03-13 20:43:00,73,Group Class,19,First visit
2946,726,2024-07-23 09:15:00,2024-07-23 10:42:00,87,Yoga,23,
2947,1010,2023-08-13 10:45:00,2023-08-13 12:48:00,123,Strength,16,
2948,272,2022-10-25 14:00:00,2022-10-25 14:50:00,50,Yoga,19,
2949,808,2022-09-22 21:45:00,2022-09-22 22:28:00,43,Boxing,13,Regular visit
2950,63,2023-07-21 07:30:00,2023-07-21 09:33:00,123,Swimming,10,
2951,751,2022-07-23 08:15:00,2022-07-23 09:55:00,100,Swimming,7,Brought guest
2952,163,2022-09-09 06:30:00,2022-09-09 07:00:00,30,HIIT,22,
2953,1090,2022-11-28 07:45:00,2022-11-28 09:54:00,129,Group Class,21,
2954,694,2024-01-01 11:15:00,2024-01-01 12:41:00,86,Swimming,15,Came with friend
2955,559,2023-01-09 12:15:00,2023-01-09 13:25:00,70,Group Class,6,
2956,936,2023-02-01 10:45:00,2023-02-01 12:21:00,96,Yoga,19,Post-holiday return
2957,1185,2023-01-19 08:30:00,2023-01-19 09:15:00,45,Cardio,,
2958,777,2022-01-03 21:45:00,2022-01-03 23:51:00,126,HIIT,2,Regular visit
2959,397,2023-05-30 18:45:00,2023-05-30 20:56:00,131,Personal Training,6,Came with friend
2960,140,2024-01-10 17:45:00,2024-01-10 18:46:00,61,Strength,,First visit
2961,372,2022-01-09 12:00:00,2022-01-09 13:41:00,101,Boxing,7,
2962,1164,2024-01-11 07:45:00,2024-01-11 09:34:00,109,Yoga,26,
2963,957,2024-07-09 13:00:00,2024-07-09 13:46:00,46,Stretching,15,
2964,564,2022-06-25 15:30:00,2022-06-25 16:06:00,36,HIIT,21,Came with friend
2965,765,2022-02-24 10:45:00,2022-02-24 12:24:00,99,Cardio,,Competed this week
2966,121,2024-08-24 10:15:00,2024-08-24 10:48:00,33,Cycling,20,
2967,979,2022-06-24 11:00:00,2022-06-24 12:36:00,96,Stretching,27,Regular visit
2968,712,2023-01-04 13:30:00,2023-01-04 15:12:00,102,Swimming,24,
2969,270,2023-04-26 12:00:00,2023-04-26 14:14:00,134,Personal Training,25,Competed this week
2970,1057,2024-08-09 17:00:00,2024-08-09 18:28:00,88,Personal Training,14,Competed this week
2971,61,2023-02-09 11:15:00,2023-02-09 11:46:00,31,Cycling,16,Brought guest
2972,117,2024-06-07 06:30:00,2024-06-07 09:00:00,150,Strength,14,First visit
2973,25,2022-12-13 14:00:00,2022-12-13 14:58:00,58,Cardio,1,Came with friend
2974,1052,2025-01-23 19:45:00,2025-01-23 21:38:00,113,Personal Training,16,Came with friend
2975,665,2023-11-29 16:00:00,2023-11-29 17:45:00,105,Personal Training,18,
2976,622,2023-11-18 07:30:00,2023-11-18 09:19:00,109,Boxing,5,
2977,801,2024-04-24 15:45:00,2024-04-24 16:31:00,46,Boxing,5,Brought guest
2978,880,2023-11-26 09:00:00,2023-11-26 10:06:00,66,HIIT,1,Regular visit
2979,463,2025-02-07 14:30:00,2025-02-07 16:56:00,146,Cardio,21,Regular visit
2980,822,2022-10-27 09:45:00,2022-10-27 12:07:00,142,Swimming,8,
2981,397,2023-08-29 12:30:00,2023-08-29 13:13:00,43,Swimming,25,Post-holiday return
2982,920,2023-06-10 07:45:00,2023-06-10 09:26:00,101,Cycling,21,Post-holiday return
2983,1155,2024-11-12 17:30:00,2024-11-12 18:57:00,87,Group Class,19,
2984,177,2022-04-22 18:45:00,2022-04-22 20:13:00,88,HIIT,13,Regular visit
2985,188,2024-10-29 20:15:00,2024-10-29 22:08:00,113,Stretching,14,Brought guest
2986,650,2023-03-20 20:45:00,2023-03-20 21:21:00,36,Strength,30,
2987,571,2025-03-23 12:00:00,2025-03-23 13:25:00,85,Group Class,11,
2988,1069,2022-10-29 14:15:00,2022-10-29 16:44:00,149,Boxing,17,
2989,554,2024-06-20 06:30:00,2024-06-20 07:05:00,35,Boxing,20,Competed this week
2990,412,2024-03-07 17:00:00,2024-03-07 19:12:00,132,Cycling,26,Came with friend
2991,765,2024-03-17 11:45:00,2024-03-17 14:10:00,145,Stretching,4,
2992,452,2022-11-22 21:15:00,2022-11-22 22:28:00,73,Boxing,3,
2993,746,2024-03-08 21:15:00,2024-03-08 21:54:00,39,HIIT,27,
2994,10,2022-02-25 16:45:00,2022-02-25 18:39:00,114,Cycling,27,Competed this week
2995,715,2022-08-24 17:15:00,2022-08-24 18:03:00,48,Group Class,5,First visit
2996,796,2024-02-19 06:00:00,2024-02-19 07:44:00,104,Cycling,25,
2997,684,2024-10-02 12:45:00,2024-10-02 14:38:00,113,Stretching,1,
2998,64,2023-02-19 14:00:00,2023-02-19 16:15:00,135,Yoga,26,
2999,831,2023-11-24 12:15:00,2023-11-24 14:00:00,105,Cycling,10,Post-holiday return
3000,1098,2023-07-01 20:45:00,2023-07-01 22:59:00,134,Cardio,23,Came with friend
3001,90,2024-05-22 07:00:00,2024-05-22 08:33:00,93,Group Class,30,Post-holiday return
3002,204,2023-07-24 13:15:00,2023-07-24 15:36:00,141,Boxing,1,
3003,569,2022-06-12 21:30:00,2022-06-12 23:54:00,144,Group Class,6,Post-holiday return
3004,1147,2024-06-15 08:45:00,2024-06-15 09:45:00,60,Cycling,29,Came with friend
3005,895,2023-01-17 08:30:00,2023-01-17 10:54:00,144,Boxing,22,Came with friend
3006,617,2022-01-13 16:30:00,2022-01-13 17:47:00,77,Cycling,13,Post-holiday return
3007,250,2024-12-08 10:30:00,2024-12-08 12:37:00,127,Cycling,23,Came with friend
3008,630,2022-05-18 14:15:00,2022-05-18 15:47:00,92,Cycling,11,
3009,131,2023-05-29 09:45:00,2023-05-29 10:37:00,52,Swimming,6,Regular visit
3010,1172,2022-12-19 08:15:00,2022-12-19 09:02:00,47,Yoga,22,
3011,1181,2024-12-09 11:00:00,2024-12-09 12:10:00,70,Stretching,25,
3012,30,2024-08-02 09:15:00,2024-08-02 11:35:00,140,HIIT,21,
3013,593,2023-07-14 14:30:00,2023-07-14 15:53:00,83,Boxing,29,Came with friend
3014,146,2024-01-15 14:00:00,2024-01-15 16:03:00,123,Boxing,20,Post-holiday return
3015,800,2022-01-15 15:30:00,2022-01-15 16:53:00,83,Cycling,18,
3016,1182,2022-06-23 09:45:00,2022-06-23 11:42:00,117,Group Class,11,Came with friend
3017,821,2024-10-03 20:45:00,2024-10-03 23:14:00,149,Personal Training,26,Came with friend
3018,887,2024-02-28 18:30:00,2024-02-28 20:01:00,91,Swimming,1,Brought guest
3019,723,2022-09-15 06:30:00,2022-09-15 08:48:00,138,HIIT,18,Post-holiday return
3020,637,2023-11-06 16:15:00,2023-11-06 16:54:00,39,Boxing,11,
3021,589,2025-03-19 21:15:00,2025-03-19 23:00:00,105,Cycling,16,Came with friend
3022,295,2024-08-16 17:30:00,2024-08-16 19:34:00,124,Group Class,4,
3023,11,2024-06-01 08:30:00,2024-06-01 10:28:00,118,Cardio,13,Competed this week
3024,349,2025-01-03 20:15:00,2025-01-03 22:07:00,112,Cycling,13,
3025,565,2022-03-13 07:45:00,2022-03-13 09:57:00,132,Boxing,4,Regular visit
3026,850,2024-06-03 12:00:00,2024-06-03 13:01:00,61,HIIT,25,
3027,527,2023-05-22 07:15:00,2023-05-22 07:56:00,41,Cycling,22,
3028,1161,2023-05-05 13:00:00,2023-05-05 15:24:00,144,Strength,3,
3029,1042,2023-06-23 06:45:00,2023-06-23 08:00:00,75,Group Class,16,Brought guest
3030,663,2023-12-04 21:30:00,2023-12-04 22:47:00,77,HIIT,22,Regular visit
3031,729,2022-11-11 18:00:00,2022-11-11 19:13:00,73,Strength,8,
3032,844,2024-07-25 14:30:00,2024-07-25 15:58:00,88,Cycling,6,First visit
3033,150,2024-07-16 12:45:00,2024-07-16 14:46:00,121,Strength,21,
3034,673,2023-12-16 18:45:00,2023-12-16 21:11:00,146,Stretching,13,
3035,417,2025-01-16 17:45:00,2025-01-16 19:40:00,115,Group Class,2,Came with friend
3036,1094,2022-10-16 16:45:00,2022-10-16 19:10:00,145,Cardio,22,
3037,1195,2022-08-16 19:15:00,2022-08-16 20:18:00,63,Swimming,29,Competed this week
3038,628,2024-08-21 19:15:00,2024-08-21 21:00:00,105,Yoga,12,
3039,1100,2023-08-05 10:45:00,2023-08-05 12:22:00,97,Personal Training,26,
3040,994,2024-07-26 12:45:00,2024-07-26 14:16:00,91,Stretching,23,Competed this week
3041,100,2022-07-05 06:15:00,2022-07-05 08:08:00,113,Boxing,26,
3042,120,2023-10-03 10:00:00,2023-10-03 10:54:00,54,Cycling,30,
3043,931,2022-11-22 09:15:00,2022-11-22 10:00:00,45,Personal Training,20,
3044,1172,2022-03-26 14:30:00,2022-03-26 16:33:00,123,Swimming,5,Regular visit
3045,555,2024-05-04 11:15:00,2024-05-04 11:49:00,34,Strength,12,First visit
3046,871,2024-04-15 12:15:00,2024-04-15 14:02:00,107,Yoga,21,First visit
3047,75,2024-12-04 10:30:00,2024-12-04 11:24:00,54,HIIT,12,
3048,662,2023-05-08 08:30:00,2023-05-08 09:01:00,31,Yoga,1,
3049,1013,2023-10-05 16:30:00,2023-10-05 17:08:00,38,Group Class,28,
3050,126,2022-10-17 15:30:00,2022-10-17 16:24:00,54,Personal Training,1,Came with friend
3051,574,2024-01-26 06:15:00,2024-01-26 08:19:00,124,Yoga,30,
3052,1056,2022-04-21 20:00:00,2022-04-21 20:47:00,47,Group Class,8,
3053,620,2023-02-19 08:00:00,2023-02-19 10:26:00,146,Stretching,,Came with friend
3054,992,2022-07-17 11:15:00,2022-07-17 13:11:00,116,Personal Training,22,
3055,265,2024-09-28 21:15:00,2024-09-28 22:47:00,92,Swimming,11,First visit
3056,527,2024-06-21 18:00:00,2024-06-21 19:26:00,86,HIIT,14,First visit
3057,975,2023-04-07 16:30:00,2023-04-07 17:39:00,69,Cycling,29,
3058,591,2024-08-16 09:15:00,2024-08-16 11:41:00,146,Swimming,13,Post-holiday return
3059,217,2023-11-27 13:15:00,2023-11-27 15:27:00,132,Stretching,23,
3060,546,2023-01-03 20:00:00,2023-01-03 22:16:00,136,HIIT,30,
3061,709,2022-05-01 09:15:00,2022-05-01 11:38:00,143,Group Class,26,
3062,512,2025-03-12 07:45:00,2025-03-12 08:35:00,50,Boxing,19,Brought guest
3063,677,2024-10-29 11:30:00,2024-10-29 13:43:00,133,Boxing,15,
3064,441,2025-03-03 08:15:00,2025-03-03 10:02:00,107,Stretching,27,
3065,453,2024-07-10 09:00:00,2024-07-10 09:48:00,48,Boxing,11,Competed this week
3066,497,2025-03-07 17:30:00,2025-03-07 18:59:00,89,Strength,30,Regular visit
3067,371,2022-06-22 08:45:00,2022-06-22 11:15:00,150,HIIT,5,
3068,802,2023-10-29 08:00:00,2023-10-29 08:30:00,30,Group Class,26,Regular visit
3069,389,2024-03-17 14:15:00,2024-03-17 15:35:00,80,Group Class,9,Regular visit
3070,431,2022-11-25 19:00:00,2022-11-25 20:02:00,62,HIIT,5,
3071,116,2024-08-07 10:15:00,2024-08-07 12:42:00,147,Boxing,12,Brought guest
3072,490,2023-10-16 11:45:00,2023-10-16 13:20:00,95,Cardio,27,
3073,1039,2024-07-02 16:45:00,2024-07-02 17:28:00,43,Cardio,19,
3074,386,2025-01-11 17:15:00,2025-01-11 17:50:00,35,Cardio,1,Competed this week
3075,89,2022-05-03 19:15:00,2022-05-03 21:06:00,111,HIIT,10,Brought guest
3076,869,2024-09-01 20:30:00,2024-09-01 21:36:00,66,Swimming,11,Brought guest
3077,847,2022-09-04 21:15:00,2022-09-04 22:55:00,100,Group Class,30,Came with friend
3078,57,2023-05-10 15:30:00,2023-05-10 17:42:00,132,Swimming,20,
3079,452,2023-01-12 15:45:00,2023-01-12 17:00:00,75,Swimming,27,Brought guest
3080,584,2022-05-14 16:30:00,2022-05-14 18:35:00,125,Swimming,23,
3081,682,2022-09-05 20:30:00,2022-09-05 22:03:00,93,Yoga,10,
3082,1055,2024-01-21 09:45:00,2024-01-21 11:05:00,80,Stretching,21,Post-holiday return
3083,736,2025-03-05 17:45:00,2025-03-05 18:56:00,71,Swimming,,
3084,469,2023-03-25 20:30:00,2023-03-25 21:19:00,49,HIIT,18,Post-holiday return
3085,558,2024-11-22 14:15:00,2024-11-22 14:56:00,41,Cardio,18,
3086,377,2022-09-19 16:00:00,2022-09-19 18:03:00,123,Group Class,10,First visit
3087,983,2024-01-25 12:45:00,2024-01-25 14:37:00,112,HIIT,7,Came with friend
3088,813,2024-04-26 07:30:00,2024-04-26 08:08:00,38,Group Class,4,Post-holiday return
3089,629,2023-03-15 07:15:00,2023-03-15 09:04:00,109,Boxing,1,Brought guest
3090,159,2023-03-28 21:15:00,2023-03-28 22:07:00,52,Stretching,17,
3091,250,2022-02-03 12:30:00,2022-02-03 14:21:00,111,HIIT,9,
3092,390,2022-11-09 11:30:00,2022-11-09 12:04:00,34,Strength,22,
3093,626,2025-03-08 18:15:00,2025-03-08 19:56:00,101,Group Class,,Came with friend
3094,886,2023-11-04 12:00:00,2023-11-04 14:27:00,147,Cycling,14,Brought guest
3095,436,2023-08-26 21:45:00,2023-08-26 23:13:00,88,Stretching,,
3096,898,2024-11-01 10:30:00,2024-11-01 11:38:00,68,Swimming,13,Post-holiday return
3097,773,2023-09-25 13:45:00,2023-09-25 16:13:00,148,Cardio,21,Competed this week
3098,634,2023-03-07 19:15:00,2023-03-07 21:37:00,142,Personal Training,28,
3099,1085,2023-11-01 16:15:00,2023-11-01 17:27:00,72,Swimming,5,Competed this week
3100,977,2023-01-13 18:45:00,2023-01-13 20:27:00,102,HIIT,6,
3101,671,2024-07-06 11:45:00,2024-07-06 12:46:00,61,Group Class,22,Post-holiday return
3102,1107,2022-12-06 21:00:00,2022-12-06 23:03:00,123,Group Class,14,
3103,395,2023-05-09 14:30:00,2023-05-09 16:52:00,142,Swimming,13,Post-holiday return
3104,216,2022-04-05 17:00:00,2022-04-05 19:29:00,149,Group Class,19,Post-holiday return
3105,179,2025-01-24 07:45:00,2025-01-24 10:06:00,141,Cycling,12,
3106,1029,2025-01-29 18:45:00,2025-01-29 21:15:00,150,Stretching,30,
3107,557,2023-05-29 14:00:00,2023-05-29 16:06:00,126,Yoga,21,
3108,738,2022-06-20 19:30:00,2022-06-20 20:53:00,83,Strength,7,
3109,614,2023-07-14 07:15:00,2023-07-14 09:14:00,119,Yoga,27,
3110,1116,2023-05-23 06:00:00,2023-05-23 07:20:00,80,Stretching,23,
3111,549,2024-08-18 19:00:00,2024-08-18 21:12:00,132,HIIT,20,
3112,1012,2024-10-08 13:00:00,2024-10-08 13:41:00,41,HIIT,5,
3113,158,2024-02-29 12:00:00,2024-02-29 13:34:00,94,Personal Training,5,
3114,13,2022-11-10 13:00:00,2022-11-10 14:16:00,76,HIIT,6,
3115,400,2023-05-12 18:15:00,2023-05-12 20:11:00,116,Strength,9,
3116,1134,2022-12-30 08:15:00,2022-12-30 09:47:00,92,Cardio,5,
3117,251,2025-01-29 19:45:00,2025-01-29 20:38:00,53,Cardio,26,
3118,375,2023-12-14 06:15:00,2023-12-14 06:57:00,42,Boxing,15,
3119,656,2024-03-27 06:00:00,2024-03-27 07:59:00,119,Cardio,22,
3120,1192,2022-06-12 20:45:00,2022-06-12 23:06:00,141,Personal Training,26,
3121,357,2023-08-26 15:15:00,2023-08-26 16:17:00,62,Yoga,25,Brought guest
3122,986,2022-08-21 17:00:00,2022-08-21 18:10:00,70,Group Class,23,Came with friend
3123,624,2024-06-10 09:00:00,2024-06-10 10:29:00,89,Cardio,28,Brought guest
3124,927,2022-01-23 10:45:00,2022-01-23 11:33:00,48,Cycling,30,
3125,68,2023-06-06 07:00:00,2023-06-06 08:49:00,109,Yoga,21,Brought guest
3126,20,2025-01-21 12:30:00,2025-01-21 14:20:00,110,Stretching,20,
3127,367,2023-02-24 11:00:00,2023-02-24 12:18:00,78,Cardio,,First visit
3128,440,2022-12-31 14:00:00,2022-12-31 15:39:00,99,Yoga,4,
3129,718,2023-01-18 20:45:00,2023-01-18 21:35:00,50,Personal Training,4,
3130,88,2022-12-02 08:15:00,2022-12-02 08:59:00,44,Strength,13,Came with friend
3131,1156,2023-12-11 15:15:00,2023-12-11 16:52:00,97,Yoga,5,Post-holiday return
3132,1012,2022-02-24 09:00:00,2022-02-24 10:21:00,81,Boxing,16,
3133,232,2024-06-05 20:45:00,2024-06-05 22:49:00,124,HIIT,30,Competed this week
3134,15,2023-01-03 16:00:00,2023-01-03 17:12:00,72,Yoga,16,Post-holiday return
3135,526,2022-12-13 19:45:00,2022-12-13 20:44:00,59,Cardio,5,
3136,84,2025-03-20 15:00:00,2025-03-20 16:31:00,91,Personal Training,6,
3137,48,2023-08-03 06:30:00,2023-08-03 08:41:00,131,Yoga,2,Competed this week
3138,1069,2023-07-30 08:00:00,2023-07-30 09:55:00,115,Personal Training,,Came with friend
3139,661,2023-10-17 06:30:00,2023-10-17 08:04:00,94,Personal Training,5,Brought guest
3140,597,2024-04-25 21:45:00,2024-04-25 22:22:00,37,Yoga,25,Came with friend
3141,1033,2023-05-29 19:45:00,2023-05-29 21:33:00,108,Boxing,1,
3142,1146,2023-04-11 06:45:00,2023-04-11 08:05:00,80,Group Class,21,Regular visit
3143,83,2023-11-27 13:30:00,2023-11-27 14:41:00,71,Cardio,2,Came with friend
3144,335,2024-06-23 11:45:00,2024-06-23 13:37:00,112,Stretching,14,
3145,282,2025-01-28 11:00:00,2025-01-28 11:45:00,45,Cycling,29,
3146,268,2022-01-23 17:00:00,2022-01-23 17:41:00,41,HIIT,2,
3147,524,2022-02-26 19:15:00,2022-02-26 21:33:00,138,Swimming,17,
3148,150,2022-03-22 17:00:00,2022-03-22 17:52:00,52,Group Class,1,Post-holiday return
3149,645,2022-05-12 08:45:00,2022-05-12 10:36:00,111,Group Class,27,Came with friend
3150,160,2022-07-01 20:00:00,2022-07-01 21:55:00,115,Swimming,8,Brought guest
3151,721,2024-06-19 19:45:00,2024-06-19 20:39:00,54,Strength,5,Regular visit
3152,115,2024-07-06 06:30:00,2024-07-06 08:21:00,111,Group Class,17,
3153,165,2023-05-20 09:00:00,2023-05-20 11:26:00,146,Strength,3,Regular visit
3154,687,2024-04-13 21:45:00,2024-04-13 23:14:00,89,Boxing,13,
3155,1197,2023-11-24 10:30:00,2023-11-24 12:12:00,102,Swimming,23,
3156,198,2024-09-18 07:15:00,2024-09-18 09:26:00,131,Strength,14,Post-holiday return
3157,628,2023-11-10 08:45:00,2023-11-10 11:06:00,141,Boxing,24,
3158,265,2022-11-09 12:00:00,2022-11-09 13:02:00,62,Personal Training,30,
3159,626,2024-07-14 11:45:00,2024-07-14 13:13:00,88,HIIT,10,
3160,305,2022-05-02 17:15:00,2022-05-02 18:53:00,98,Group Class,16,Competed this week
3161,1138,2024-08-29 13:30:00,2024-08-29 15:30:00,120,Cycling,15,
3162,940,2022-12-18 12:15:00,2022-12-18 14:05:00,110,Personal Training,22,Came with friend
3163,33,2022-12-01 14:00:00,2022-12-01 16:24:00,144,Stretching,7,Competed this week
3164,1031,2024-04-01 19:15:00,2024-04-01 21:16:00,121,Stretching,25,Brought guest
3165,632,2024-02-26 15:30:00,2024-02-26 16:34:00,64,HIIT,21,Came with friend
3166,509,2025-02-15 13:30:00,2025-02-15 15:32:00,122,Swimming,25,
3167,711,2022-09-26 13:00:00,2022-09-26 14:40:00,100,Cycling,13,
3168,930,2024-04-09 11:15:00,2024-04-09 12:45:00,90,Yoga,10,
3169,481,2023-10-01 06:45:00,2023-10-01 08:35:00,110,HIIT,1,
